Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,success_schema,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
45,3,6,1,11,19.336999999999986,17,88,65,66,67,90,24.15599999999998,0.061,2.3789999999999982,18.543999999999986,20,1,9,16,107,1,12,89,4,0.5,27,3.75,11,1,L,0.22575700934579437,0.061,0.19824999999999998,0.20835955056179772
45,4,7,1,11,1.2199999999999993,4,5,69,72,70,41,3.110999999999998,0.183,4.391999999999997,7.441999999999994,12,1,12,15,15,1,20,37,4,0.5,29,4.25,11,1,L,0.22569999999999998,0.1525,0.21472,0.2053170731707317
45,4,8,1,3,21.410999999999984,17,90,28,31,78,1,21.471999999999984,0.7319999999999998,10.186999999999992,0.9149999999999996,18,4,13,4,91,4,40,4,5,0,19,4.75,11,1,L,0.23595604395604391,0.183,0.254675,0.22874999999999995
45,5,9,1,11,25.07099999999998,19,113,67,61,72,3,25.25399999999998,0.061,10.979999999999992,1.585999999999999,20,1,16,7,115,1,50,8,4,0.5,30,4.5,11,1,L,0.21959999999999996,0.061,0.2196,0.19824999999999998
45,5,10,1,12,74.66400000000118,18,330,17,52,73,43,107.48200000000116,0.122,0.8539999999999996,2.1349999999999985,20,2,3,9,450,2,3,9,5,0,18,4.5,11,1,L,0.23884888888888886,0.061,0.28466666666666657,0.23722222222222222
45,6,11,1,15,25.07099999999998,20,141,19,23,74,26,25.13199999999998,5.550999999999996,3.4159999999999973,12.38299999999999,20,10,11,15,142,22,19,56,6,0,20,5,11,1,L,0.17698591549295772,0.2523181818181818,0.17978947368421053,0.22112499999999996
45,6,12,1,11,0.6709999999999998,6,7,70,66,67,47,0.7319999999999998,0.6709999999999998,0.488,17.262999999999987,7,3,4,16,8,4,4,67,4,0.5,29,4.25,11,1,L,0.21672049689440992,0.1525,0.1037,0.25765671641791044
45,7,13,1,15,18.543999999999986,20,100,16,21,19,78,18.604999999999986,0.9759999999999995,2.1349999999999985,1.0369999999999995,20,6,6,2,101,7,10,2,6,0.5,39,5.25,"15,11",1,L,0.1842079207920792,0.13942857142857143,0.21349999999999997,0.5185
45,7,14,1,11,13.663999999999989,18,66,66,70,12,6,14.273999999999988,2.9279999999999977,13.29799999999999,0.122,20,8,15,2,69,17,61,2,4,0,20,5,15,1,L,0.2068695652173913,0.17223529411764704,0.21799999999999997,0.061
45,8,15,1,14,34.098999999999975,18,152,91,96,94,92,34.220999999999975,2.683999999999998,0.183,0.122,20,9,1,1,154,11,1,1,3,1,36,3,"14,15",1,L,0.2222142857142857,0.244,0.183,0.122
45,8,16,1,15,0.427,3,3,14,15,19,21,0.7929999999999999,0.9149999999999996,1.4029999999999991,0.244,4,3,5,2,4,3,8,2,6,1,72,6,"15,14",1,L,0.20895744680851064,0.2643333333333333,0.15758333333333333,0.122
45,9,17,1,14,0.427,3,3,94,92,67,86,4.940999999999996,2.0739999999999985,2.0739999999999985,1.4029999999999991,17,9,9,5,22,9,10,5,3,0.5,22,3.25,"14,15",1,L,0.19042608695652172,0.19677419354838707,0.20785185185185184,0.2527142857142857
45,9,18,1,15,0.305,2,2,17,20,23,21,0.366,2.3179999999999983,0.122,2.3179999999999983,3,9,1,6,3,12,1,7,6,1,72,6,"15,14",1,L,0.22366666666666665,0.2099807692307692,0.1525,0.33114285714285713
